Document Code,Meeting Code,会议类型,Expense Code,费用类型,Issue Code,问题类型,SOP描述,标准处理方法,"向员工展示的问题描述（合并问题描述和处理方法）"
MN010459,01,学术论坛,04,会议租车费,59,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,系统实际内外部参会人数与签到表不一致请确认实际内外部参会人数，并解释说明
MN010460,01,学术论坛,04,会议租车费,60,会议签到_整场未电子签到,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件,请提供,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件请提供
MN010461,01,学术论坛,04,会议租车费,61,会议签到_缺线下签到原件,根据SOP规定，线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,根据SOP规定，线下签到单原件需邮寄至我司请将原件邮寄至我司，邮寄后提供快递单号
MN010462,01,学术论坛,04,会议租车费,62,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字将为您寄回线下签到表，请补充签字后原件寄回我司
MN010463,01,学术论坛,04,会议租车费,63,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题请补充提供，如不符合要求将不予报销
MN010464,01,学术论坛,04,会议租车费,64,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN010465,01,学术论坛,04,会议租车费,65,会议照片_缺付费讲者,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议,请补充提供，如不符合要求将不予报销,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议请补充提供，如不符合要求将不予报销
MN010466,01,学术论坛,04,会议租车费,66,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN010467,01,学术论坛,04,会议租车费,67,会议照片_人数标准不符,根据SOP规定，学术论坛会议照片需显示50%及以上参会人员（内+外）,请补充提供，如不符合要求将不予报销,根据SOP规定，学术论坛会议照片需显示50%及以上参会人员（内+外）请补充提供，如不符合要求将不予报销
MN010468,01,学术论坛,04,会议租车费,68,会议人数_内部人数不符,根据SOP规定，学术论坛内部参会者不可少于2人（包含会议组织者）,请确认实际内部参会人数,根据SOP规定，学术论坛内部参会者不可少于2人（包含会议组织者）请确认实际内部参会人数
MN010469,01,学术论坛,04,会议租车费,69,会议人数_外部人数不符,根据SOP规定，学术论坛外部外部参会者可以跨城市、跨医院、跨科室的HCP共同参与，外部参会人数不少于5人,请确认实际外部参会人数,根据SOP规定，学术论坛外部外部参会者可以跨城市、跨医院、跨科室的HCP共同参与，外部参会人数不少于5人请确认实际外部参会人数
MN010470,01,学术论坛,04,会议租车费,70,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
MN010471,01,学术论坛,04,会议租车费,71,报销范围_费用,根据SOP规定，学术论坛可报销费用有讲课费、餐饮、住宿费、场租和交通费,额外费用不予报销已为您扣除,根据SOP规定，学术论坛可报销费用有讲课费、餐饮、住宿费、场租和交通费额外费用不予报销已为您扣除
MN010501,01,学术论坛,05,会议火车票,01,HCP火车标准,根据SOP规定，HCP火车出行不得提供商务舱坐席，高于上述标准的交通需事前经业务部负责人、合规审计部负责人及 CEO书面批准。,请提供,根据SOP规定，HCP火车出行不得提供商务舱坐席，高于上述标准的交通需事前经业务部负责人、合规审计部负责人及 CEO书面批准。请提供
MN010551,01,学术论坛,05,会议火车票,51,会议权限_学术论坛,根据SOP规定，学术论坛可举办的组织者岗位为地区业务销售经理及以上、市场、医学、临床运营、市场准入和商务，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，学术论坛可举办的组织者岗位为地区业务销售经理及以上、市场、医学、临床运营、市场准入和商务，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN010552,01,学术论坛,05,会议火车票,52,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件请提供
MN010553,01,学术论坛,05,会议火车票,53,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,会议议程内容与系统填报的实际会议情况不一致请确认并提供更新的会议议程
MN010554,01,学术论坛,05,会议火车票,54,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人请补充提供
MN010555,01,学术论坛,05,会议火车票,55,会议议程_时长不足,根据SOP规定，学术论坛会议时长需≥ 半天（2-4H）,请确认,根据SOP规定，学术论坛会议时长需≥ 半天（2-4H）请确认
MN010556,01,学术论坛,05,会议火车票,56,会议地点_不得跨区,根据SOP规定，原则上若全部参会人来自同一城市，学术活动地点不应跨行政区域，特殊情况需得到上级直属领导事前审批,请提供,根据SOP规定，原则上若全部参会人来自同一城市，学术活动地点不应跨行政区域，特殊情况需得到上级直属领导事前审批请提供
MN010557,01,学术论坛,05,会议火车票,57,会议地点_禁止景区,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议,不符合要求不予报销,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议不符合要求不予报销
MN010558,01,学术论坛,05,会议火车票,58,会议地点_禁止场所,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动,不符合要求不予报销,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动不符合要求不予报销
MN010559,01,学术论坛,05,会议火车票,59,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,系统实际内外部参会人数与签到表不一致请确认实际内外部参会人数，并解释说明
MN010560,01,学术论坛,05,会议火车票,60,会议签到_整场未电子签到,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件,请提供,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件请提供
MN010561,01,学术论坛,05,会议火车票,61,会议签到_缺线下签到原件,根据SOP规定，线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,根据SOP规定，线下签到单原件需邮寄至我司请将原件邮寄至我司，邮寄后提供快递单号
